Placa,Código interno,DATE_ENTRY,EVENT_NAME,VALUE,Dirección,Latitud,Longitud,SPEED,Orientación,Batería,Planilla
GB00088,,23/01/2020 16:41:33,Bolt Removed - Geobolt,"206 Butia Drive, Laredo, TX 78045, USA-206 Butia Drive, Laredo, TX 78045, USA","206 Butia Drive, Laredo, TX 78045, USA",-99.4534,27.6144,0.0,0.0,91 %,
GB00088,,23/01/2020 16:37:58,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45344,27.61474,0.0,0.0,91 %,
GB00088,,23/01/2020 16:37:58,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45344,27.61474,0.0,0.0,91 %,
GB00086,,23/01/2020 16:36:40,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45339,27.6149,0.0,325.0,89 %,
GB00079,,23/01/2020 16:35:02,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45339,27.61489,0.0,231.0,90 %,
GB00088,,23/01/2020 16:34:03,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56491,0.0,0.0,89 %,
GB00088,,23/01/2020 16:34:03,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56491,0.0,0.0,89 %,
GB00086,,23/01/2020 16:33:36,Bolt Removed - Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.4535,27.61481,0.0,325.0,89 %,
GB00086,,23/01/2020 16:33:36,Apertura Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.4535,27.61481,0.0,325.0,89 %,
GB00086,,23/01/2020 16:33:36,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.4535,27.61481,0.0,325.0,89 %,
GB00086,,23/01/2020 16:32:44,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56498,0.0,0.0,88 %,
GB00086,,23/01/2020 16:32:44,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56498,0.0,0.0,88 %,
GB00079,,23/01/2020 16:32:12,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45337,27.61487,0.0,231.0,89 %,
GB00079,,23/01/2020 16:32:12,Apertura Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45337,27.61487,0.0,231.0,89 %,
GB00079,,23/01/2020 16:32:12,Bolt Removed - Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45337,27.61487,0.0,231.0,89 %,
GB00079,,23/01/2020 16:32:07,Tiempo Geobolt 5 minutos,5-,Without GPS,-99.49963,27.56488,,0.0, %,
GB00079,,23/01/2020 16:31:59,Tiempo Geobolt 5 minutos,5-,Without GPS,-99.49963,27.56488,,0.0, %,
GB00079,,23/01/2020 16:31:52,Tiempo Geobolt 5 minutos,5-,Without GPS,-99.49963,27.56488,,0.0, %,
GB00074,,23/01/2020 16:31:34,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.4536,27.61482,0.0,216.0,90 %,
GB00079,,23/01/2020 16:31:06,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49963,27.56488,0.0,0.0,89 %,
GB00079,,23/01/2020 16:31:06,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49963,27.56488,0.0,0.0,89 %,
GB00074,,23/01/2020 16:30:39,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45361,27.61486,0.0,225.0,90 %,
GB00074,,23/01/2020 16:30:39,Apertura Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45361,27.61486,0.0,225.0,90 %,
GB00074,,23/01/2020 16:30:39,Bolt Removed - Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45361,27.61486,0.0,225.0,90 %,
GB00074,,23/01/2020 16:27:39,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49956,27.56492,0.0,0.0,90 %,
GB00074,,23/01/2020 16:27:39,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49956,27.56492,0.0,0.0,90 %,
GB00070,,23/01/2020 16:27:22,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45349,27.61483,2.0,214.0,90 %,
GB00071,,23/01/2020 16:27:12,Apertura Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45372,27.61506,2.0,349.0,87 %,
GB00071,,23/01/2020 16:27:12,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45372,27.61506,2.0,349.0,87 %,
GB00071,,23/01/2020 16:27:12,Bolt Removed - Geobolt,"317 Collado Dr, Laredo, TX 78045, USA-317 Collado Dr, Laredo, TX 78045, USA","317 Collado Dr, Laredo, TX 78045, USA",-99.45372,27.61506,2.0,349.0,87 %,
GB00071,,23/01/2020 16:26:00,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56489,0.0,0.0,87 %,
GB00071,,23/01/2020 16:26:00,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56489,0.0,0.0,87 %,
GB00070,,23/01/2020 16:25:30,Zone leave,3590-ViatPro Main Office,"306 Altozano Dr, Laredo, TX 78045, USA",-99.45322,27.61454,0.0,151.0,90 %,
GB00070,,23/01/2020 16:25:30,Apertura Geobolt,"306 Altozano Dr, Laredo, TX 78045, USA-306 Altozano Dr, Laredo, TX 78045, USA","306 Altozano Dr, Laredo, TX 78045, USA",-99.45322,27.61454,0.0,151.0,90 %,
GB00070,,23/01/2020 16:25:30,Bolt Removed - Geobolt,"306 Altozano Dr, Laredo, TX 78045, USA-306 Altozano Dr, Laredo, TX 78045, USA","306 Altozano Dr, Laredo, TX 78045, USA",-99.45322,27.61454,0.0,151.0,90 %,
GB00070,,23/01/2020 16:23:25,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49959,27.56489,0.0,0.0,90 %,
GB00070,,23/01/2020 16:23:25,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49959,27.56489,0.0,0.0,90 %,
GB00087,,23/01/2020 15:36:03,Zone entry,3589-TEST HOME,"120 King Palm Drive, Laredo, TX 78045, USA",-99.45376,27.61484,0.0,0.0,87 %,
GB00065,,23/01/2020 15:35:29,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45353,27.61491,0.0,0.0,81 %,
GB00078,,23/01/2020 15:32:44,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45365,27.61506,0.0,33.0,86 %,
GB00075,,23/01/2020 15:27:30,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45355,27.61503,0.0,129.0,80 %,
GB00087,,23/01/2020 15:25:25,Zone leave,3590-,"120 King Palm Drive, Laredo, TX 78045, USA",-99.45691,27.61522,0.0,147.0,87 %,
GB00065,,23/01/2020 15:24:39,Zone leave,3590-ViatPro Main Office,"101 Sima Dr, Laredo, TX 78045, USA",-99.45729,27.61621,26.0,87.0,80 %,
GB00078,,23/01/2020 15:22:03,Zone leave,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.47409,27.61051,95.0,67.0,86 %,
GB00075,,23/01/2020 15:16:51,Zone leave,3590-ViatPro Main Office,"7035 San Dario Ave, Laredo, TX 78041, USA",-99.50253,27.56679,0.0,4.0,80 %,
GB00071,,23/01/2020 15:08:54,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.4997,27.56487,0.0,96.0,87 %,
GB00072,,23/01/2020 15:08:37,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 15:08:37,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:23:55,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:23:55,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:19:28,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:19:28,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:18:22,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:18:22,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:18:11,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,20 %,
GB00072,,23/01/2020 14:18:11,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,20 %,
GB00072,,23/01/2020 14:17:29,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:17:29,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,24 %,
GB00072,,23/01/2020 14:16:48,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:16:48,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:16:15,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:16:15,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:16:03,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:16:03,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:15:40,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:15:40,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:15:31,Apertura Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,18 %,
GB00072,,23/01/2020 14:15:31,Bolt Removed - Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,18 %,
GB00072,,23/01/2020 14:14:54,Bolt Inserted -  Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00072,,23/01/2020 14:14:54,Cierre de Geobolt,"922 Milliken Rd, Spartanburg, SC 29303, USA-922 Milliken Rd, Spartanburg, SC 29303, USA","922 Milliken Rd, Spartanburg, SC 29303, USA",-81.95774,34.98739,0.0,0.0,23 %,
GB00071,,23/01/2020 12:03:37,Zone leave,3589-TEST HOME,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49944,27.565,0.0,0.0,88 %,
GB00074,,23/01/2020 12:03:30,Zone entry,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.49928,27.56515,0.0,0.0,91 %,
GB00079,,23/01/2020 11:59:27,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49945,27.56474,0.0,4.0,91 %,
GB00079,,23/01/2020 11:59:27,Bolt Removed - Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49945,27.56474,0.0,4.0,91 %,
GB00079,,23/01/2020 11:59:27,Apertura Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49945,27.56474,0.0,4.0,91 %,
GB00079,,23/01/2020 11:59:20,Zone leave,3589-TEST HOME,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49946,27.56465,0.0,4.0,90 %,
GB00079,,23/01/2020 11:59:20,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49946,27.56465,0.0,4.0,90 %,
GB00079,,23/01/2020 11:59:20,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49946,27.56465,0.0,4.0,90 %,
GB00078,,23/01/2020 11:53:57,Apertura Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49961,27.56486,0.0,330.0,92 %,
GB00078,,23/01/2020 11:53:57,Bolt Removed - Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49961,27.56486,0.0,330.0,92 %,
GB00078,,23/01/2020 11:53:49,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49963,27.56486,0.0,330.0,92 %,
GB00078,,23/01/2020 11:53:49,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49963,27.56486,0.0,330.0,92 %,
GB00079,,23/01/2020 06:58:50,Zone entry,3589-TEST HOME,"218 W Village Blvd, Laredo, TX 78041, USA",-99.45351,27.61466,0.0,243.0,92 %,
GB00071,,23/01/2020 06:57:04,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45355,27.61484,0.0,0.0,89 %,
GB00074,,23/01/2020 00:43:50,Zone leave,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.45351,27.6148,0.0,343.0,92 %,
GB00079,,23/01/2020 00:39:00,Zone leave,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.45357,27.61478,0.0,341.0,93 %,
GB00071,,23/01/2020 00:37:57,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45355,27.61484,0.0,0.0,90 %,
GB00074,,22/01/2020 18:19:07,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49962,27.5648,0.0,117.0,91 %,
GB00071,,22/01/2020 18:14:58,Apertura Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49964,27.56488,0.0,126.0,90 %,
GB00071,,22/01/2020 18:14:58,Bolt Removed - Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49964,27.56488,0.0,126.0,90 %,
GB00071,,22/01/2020 18:14:53,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49965,27.56488,0.0,126.0,88 %,
GB00071,,22/01/2020 18:14:53,Cierre de Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49965,27.56488,0.0,126.0,88 %,
GB00079,,22/01/2020 17:17:08,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49952,27.56482,0.0,317.0,93 %,
GB00078,,22/01/2020 15:12:12,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49955,27.56489,0.0,28.0,51 %,
GB00074,,22/01/2020 14:16:51,Zone leave,3589-TEST HOME,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49957,27.56486,0.0,0.0,92 %,
GB00079,,22/01/2020 10:57:38,Zone leave,3589-TEST HOME,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49963,27.56487,0.0,0.0,93 %,
GB00071,,22/01/2020 10:33:42,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49949,27.5648,0.0,0.0,89 %,
GB00067,,22/01/2020 07:23:37,Apertura Geobolt,"4201 Pulaski Hwy, Perryville, MD 21903, USA-4201 Pulaski Hwy, Perryville, MD 21903, USA","4201 Pulaski Hwy, Perryville, MD 21903, USA",-76.02184,39.58257,16.0,59.0,81 %,
GB00067,,22/01/2020 07:23:37,Bolt Removed - Geobolt,"4201 Pulaski Hwy, Perryville, MD 21903, USA-4201 Pulaski Hwy, Perryville, MD 21903, USA","4201 Pulaski Hwy, Perryville, MD 21903, USA",-76.02184,39.58257,16.0,59.0,81 %,
GB00067,,22/01/2020 07:23:29,Cierre de Geobolt,"4201 Pulaski Hwy, Perryville, MD 21903, USA-4201 Pulaski Hwy, Perryville, MD 21903, USA","4201 Pulaski Hwy, Perryville, MD 21903, USA",-76.0222,39.58249,3.0,71.0,81 %,
GB00067,,22/01/2020 07:23:29,Bolt Inserted -  Geobolt,"4201 Pulaski Hwy, Perryville, MD 21903, USA-4201 Pulaski Hwy, Perryville, MD 21903, USA","4201 Pulaski Hwy, Perryville, MD 21903, USA",-76.0222,39.58249,3.0,71.0,81 %,
GB00067,,22/01/2020 07:17:33,Bolt Removed - Geobolt,"5440 US-40, Perryville, MD 21903, USA-5440 US-40, Perryville, MD 21903, USA","5440 US-40, Perryville, MD 21903, USA",-76.07156,39.56866,0.0,46.0,83 %,
GB00067,,22/01/2020 07:17:33,Apertura Geobolt,"5440 US-40, Perryville, MD 21903, USA-5440 US-40, Perryville, MD 21903, USA","5440 US-40, Perryville, MD 21903, USA",-76.07156,39.56866,0.0,46.0,83 %,
GB00067,,22/01/2020 07:17:24,Cierre de Geobolt,"5440 US-40, Perryville, MD 21903, USA-5440 US-40, Perryville, MD 21903, USA","5440 US-40, Perryville, MD 21903, USA",-76.07163,39.56862,6.0,46.0,83 %,
GB00067,,22/01/2020 07:17:24,Bolt Inserted -  Geobolt,"5440 US-40, Perryville, MD 21903, USA-5440 US-40, Perryville, MD 21903, USA","5440 US-40, Perryville, MD 21903, USA",-76.07163,39.56862,6.0,46.0,83 %,
GB00067,,22/01/2020 07:07:45,Bolt Removed - Geobolt,"6 S Philadelphia Blvd, Aberdeen, MD 21001, USA-6 S Philadelphia Blvd, Aberdeen, MD 21001, USA","6 S Philadelphia Blvd, Aberdeen, MD 21001, USA",-76.16382,39.50882,47.0,24.0,83 %,
GB00067,,22/01/2020 07:07:45,Apertura Geobolt,"6 S Philadelphia Blvd, Aberdeen, MD 21001, USA-6 S Philadelphia Blvd, Aberdeen, MD 21001, USA","6 S Philadelphia Blvd, Aberdeen, MD 21001, USA",-76.16382,39.50882,47.0,24.0,83 %,
GB00067,,22/01/2020 07:06:11,Bolt Inserted -  Geobolt,"12023 Aberdeen Trwy, Aberdeen, MD 21001, USA-12023 Aberdeen Trwy, Aberdeen, MD 21001, USA","12023 Aberdeen Trwy, Aberdeen, MD 21001, USA",-76.17293,39.49833,61.0,62.0,83 %,
GB00067,,22/01/2020 07:06:11,Cierre de Geobolt,"12023 Aberdeen Trwy, Aberdeen, MD 21001, USA-12023 Aberdeen Trwy, Aberdeen, MD 21001, USA","12023 Aberdeen Trwy, Aberdeen, MD 21001, USA",-76.17293,39.49833,61.0,62.0,83 %,
GB00067,,22/01/2020 06:52:48,Apertura Geobolt,"2108 US-40, Edgewood, MD 21040, USA-2108 US-40, Edgewood, MD 21040, USA","2108 US-40, Edgewood, MD 21040, USA",-76.30759,39.43623,0.0,78.0,82 %,
GB00067,,22/01/2020 06:52:48,Bolt Removed - Geobolt,"2108 US-40, Edgewood, MD 21040, USA-2108 US-40, Edgewood, MD 21040, USA","2108 US-40, Edgewood, MD 21040, USA",-76.30759,39.43623,0.0,78.0,82 %,
GB00067,,22/01/2020 06:52:36,Cierre de Geobolt,"2108 US-40, Edgewood, MD 21040, USA-2108 US-40, Edgewood, MD 21040, USA","2108 US-40, Edgewood, MD 21040, USA",-76.30771,39.43623,24.0,82.0,83 %,
GB00067,,22/01/2020 06:52:36,Bolt Inserted -  Geobolt,"2108 US-40, Edgewood, MD 21040, USA-2108 US-40, Edgewood, MD 21040, USA","2108 US-40, Edgewood, MD 21040, USA",-76.30771,39.43623,24.0,82.0,83 %,
GB00067,,22/01/2020 06:51:22,Bolt Removed - Geobolt,"1712 Pulaski Hwy, Edgewood, MD 21040, USA-1712 Pulaski Hwy, Edgewood, MD 21040, USA","1712 Pulaski Hwy, Edgewood, MD 21040, USA",-76.32055,39.43429,10.0,79.0,82 %,
GB00067,,22/01/2020 06:51:22,Apertura Geobolt,"1712 Pulaski Hwy, Edgewood, MD 21040, USA-1712 Pulaski Hwy, Edgewood, MD 21040, USA","1712 Pulaski Hwy, Edgewood, MD 21040, USA",-76.32055,39.43429,10.0,79.0,82 %,
GB00067,,22/01/2020 06:51:06,Bolt Inserted -  Geobolt,"1711 US-40, Edgewood, MD 21040, USA-1711 US-40, Edgewood, MD 21040, USA","1711 US-40, Edgewood, MD 21040, USA",-76.32157,39.43415,42.0,77.0,82 %,
GB00067,,22/01/2020 06:51:06,Cierre de Geobolt,"1711 US-40, Edgewood, MD 21040, USA-1711 US-40, Edgewood, MD 21040, USA","1711 US-40, Edgewood, MD 21040, USA",-76.32157,39.43415,42.0,77.0,82 %,
GB00067,,22/01/2020 06:50:41,Apertura Geobolt,"1107 Mountain Rd, Edgewood, MD 21040, USA-1107 Mountain Rd, Edgewood, MD 21040, USA","1107 Mountain Rd, Edgewood, MD 21040, USA",-76.32632,39.43342,69.0,79.0,83 %,
GB00067,,22/01/2020 06:50:41,Bolt Removed - Geobolt,"1107 Mountain Rd, Edgewood, MD 21040, USA-1107 Mountain Rd, Edgewood, MD 21040, USA","1107 Mountain Rd, Edgewood, MD 21040, USA",-76.32632,39.43342,69.0,79.0,83 %,
GB00067,,22/01/2020 06:48:51,Cierre de Geobolt,"1107 Mountain Rd, Edgewood, MD 21040, USA-1107 Mountain Rd, Edgewood, MD 21040, USA","1107 Mountain Rd, Edgewood, MD 21040, USA",-76.33781,39.43228,0.0,133.0,82 %,
