Placa,Código interno,DATE_ENTRY,EVENT_NAME,VALUE,Dirección,Latitud,Longitud,SPEED,Orientación,Batería,Planilla
GB0040,,11/12/2019 15:07:30,Apertura Geobolt,"1257 Uline Dr, Pleasant Prairie, WI 53158, USA-1257 Uline Dr, Pleasant Prairie, WI 53158, USA","1257 Uline Dr, Pleasant Prairie, WI 53158, USA",-87.95992,42.52136,0.0,0.0,85 %,
GB0040,,11/12/2019 15:06:57,Cierre de Geobolt,"1257 Uline Dr, Pleasant Prairie, WI 53158, USA-1257 Uline Dr, Pleasant Prairie, WI 53158, USA","1257 Uline Dr, Pleasant Prairie, WI 53158, USA",-87.95992,42.52136,2.0,0.0,84 %,
GB0040,,11/12/2019 15:06:57,Bolt Inserted -  Geobolt,"1257 Uline Dr, Pleasant Prairie, WI 53158, USA-1257 Uline Dr, Pleasant Prairie, WI 53158, USA","1257 Uline Dr, Pleasant Prairie, WI 53158, USA",-87.95992,42.52136,2.0,0.0,84 %,
GB0040,,11/12/2019 15:06:42,Bolt Removed - Geobolt,"1257 Uline Dr, Pleasant Prairie, WI 53158, USA-1257 Uline Dr, Pleasant Prairie, WI 53158, USA","1257 Uline Dr, Pleasant Prairie, WI 53158, USA",-87.95992,42.52136,0.0,0.0,85 %,
GB0040,,11/12/2019 15:06:42,Apertura Geobolt,"1257 Uline Dr, Pleasant Prairie, WI 53158, USA-1257 Uline Dr, Pleasant Prairie, WI 53158, USA","1257 Uline Dr, Pleasant Prairie, WI 53158, USA",-87.95992,42.52136,0.0,0.0,85 %,
GB0040,,11/12/2019 10:40:09,Cierre de Geobolt,"7273 WI-76, Neenah, WI 54956, USA-7273 WI-76, Neenah, WI 54956, USA","7273 WI-76, Neenah, WI 54956, USA",-88.54717,44.15333,0.0,0.0,92 %,
GB0040,,11/12/2019 10:40:09,Bolt Inserted -  Geobolt,"7273 WI-76, Neenah, WI 54956, USA-7273 WI-76, Neenah, WI 54956, USA","7273 WI-76, Neenah, WI 54956, USA",-88.54717,44.15333,0.0,0.0,92 %,
GB0040,,11/12/2019 10:40:03,Apertura Geobolt,"7273 WI-76, Neenah, WI 54956, USA-7273 WI-76, Neenah, WI 54956, USA","7273 WI-76, Neenah, WI 54956, USA",-88.54717,44.15333,0.0,0.0,92 %,
GB0040,,11/12/2019 10:40:03,Bolt Removed - Geobolt,"7273 WI-76, Neenah, WI 54956, USA-7273 WI-76, Neenah, WI 54956, USA","7273 WI-76, Neenah, WI 54956, USA",-88.54717,44.15333,0.0,0.0,92 %,
GB0040,,11/12/2019 09:52:24,Cierre de Geobolt,"3003 Breezewood Ln, Neenah, WI 54956, USA-3003 Breezewood Ln, Neenah, WI 54956, USA","3003 Breezewood Ln, Neenah, WI 54956, USA",-88.5463,44.15614,43.0,267.0,96 %,
GB0040,,11/12/2019 09:52:24,Bolt Inserted -  Geobolt,"3003 Breezewood Ln, Neenah, WI 54956, USA-3003 Breezewood Ln, Neenah, WI 54956, USA","3003 Breezewood Ln, Neenah, WI 54956, USA",-88.5463,44.15614,43.0,267.0,96 %,
GB0040,,11/12/2019 09:47:48,Bolt Removed - Geobolt,"1015 Breezewood Ln, Neenah, WI 54956, USA-1015 Breezewood Ln, Neenah, WI 54956, USA","1015 Breezewood Ln, Neenah, WI 54956, USA",-88.49257,44.15658,56.0,269.0,93 %,
GB0040,,11/12/2019 09:47:48,Apertura Geobolt,"1015 Breezewood Ln, Neenah, WI 54956, USA-1015 Breezewood Ln, Neenah, WI 54956, USA","1015 Breezewood Ln, Neenah, WI 54956, USA",-88.49257,44.15658,56.0,269.0,93 %,
GB00087,,11/01/2020 20:24:57,Zone leave,3056-,Without GPS,-89.96652,35.06693,0.0,0.0,51 %,
GB00088,,11/01/2020 13:59:37,Zone leave,3056-Work,Without GPS,-89.96518,35.06501,0.0,0.0,73 %,
GB00158,SWARZ GDL,11/01/2020 09:44:11,Tiempo Geobolt 1 hora,1-,Without GPS,-103.32927,20.63279,,0.0, %,
GB00158,SWARZ GDL,11/01/2020 09:44:02,Tiempo Geobolt 1 hora,1-50%,Without GPS,-103.32927,20.63279,,0.0, %,
GB00070,,11/01/2020 02:15:17,Zone leave,3056-Work,"4431 Old Dixie Hwy, Atlanta, GA 30354, USA",-84.39223,33.6348,0.0,0.0,70 %,
GB0040,,10/12/2019 15:45:34,Bolt Inserted -  Geobolt,"8010 Center Rd, Manitowoc, WI 54220, USA-8010 Center Rd, Manitowoc, WI 54220, USA","8010 Center Rd, Manitowoc, WI 54220, USA",-87.73042,44.1729,122.0,0.0,57 %,
GB0040,,10/12/2019 15:45:34,Cierre de Geobolt,"8010 Center Rd, Manitowoc, WI 54220, USA-8010 Center Rd, Manitowoc, WI 54220, USA","8010 Center Rd, Manitowoc, WI 54220, USA",-87.73042,44.1729,122.0,0.0,57 %,
GB0040,,10/12/2019 15:44:01,Apertura Geobolt,"8010 Center Rd, Manitowoc, WI 54220, USA-8010 Center Rd, Manitowoc, WI 54220, USA","8010 Center Rd, Manitowoc, WI 54220, USA",-87.73192,44.14473,121.0,2.0,65 %,
GB0040,,10/12/2019 15:44:01,Bolt Removed - Geobolt,"8010 Center Rd, Manitowoc, WI 54220, USA-8010 Center Rd, Manitowoc, WI 54220, USA","8010 Center Rd, Manitowoc, WI 54220, USA",-87.73192,44.14473,121.0,2.0,65 %,
GB0040,,10/12/2019 13:56:19,Cierre de Geobolt,"12230 75th St, Kenosha, WI 53142, USA-12230 75th St, Kenosha, WI 53142, USA","12230 75th St, Kenosha, WI 53142, USA",-87.95623,42.56787,0.0,169.0,65 %,
GB0040,,10/12/2019 13:56:19,Bolt Inserted -  Geobolt,"12230 75th St, Kenosha, WI 53142, USA-12230 75th St, Kenosha, WI 53142, USA","12230 75th St, Kenosha, WI 53142, USA",-87.95623,42.56787,0.0,169.0,65 %,
GB0040,,10/12/2019 04:18:50,Zone leave,3612-Kep,"14403 Stumptown Rd, Huntersville, NC 28078, USA",-80.85991,35.42243,37.0,74.0,83 %,
GB0040,,10/12/2019 03:58:56,Zone entry,3612-Kep,"14105 Dryburgh Cir, Huntersville, NC 28078, USA",-80.88592,35.42743,0.0,266.0,84 %,
GB00067,,10/01/2020 22:15:04,Zone leave,3056-Work,"4471 Oak Forest Dr, Forest Park, GA 30297, USA",-84.39298,33.63394,0.0,14.0,85 %,
GB00079,,10/01/2020 20:31:52,Zone leave,3056-Work,"2360 Delk Rd SE, Marietta, GA 30067, USA",-84.48402,33.92145,95.0,333.0,73 %,
GB00075,,10/01/2020 20:19:37,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47112,33.86664,6.0,161.0,73 %,
GB00074,,10/01/2020 20:18:48,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47137,33.86767,0.0,332.0,79 %,
GB00065,,10/01/2020 16:17:10,Tiempo Geobolt 6 horas,6-73%,Without GPS,-84.47295,33.8665,,0.0, %,
GB00067,,10/01/2020 15:49:50,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47329,33.86639,,0.0, %,
GB00065,,10/01/2020 14:10:48,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47295,33.8665,0.0,0.0,73 %,
GB00079,,10/01/2020 14:07:58,Tiempo Geobolt 6 horas,6-73%,Without GPS,-84.47315,33.86642,,0.0, %,
GB00071,,10/01/2020 13:56:28,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47284,33.86652,,0.0, %,
GB00071,,10/01/2020 13:56:19,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47284,33.86652,,0.0, %,
GB00075,,10/01/2020 13:56:11,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47303,33.86644,,0.0, %,
GB00075,,10/01/2020 13:56:03,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47303,33.86644,,0.0, %,
GB00075,,10/01/2020 13:55:55,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47303,33.86644,,0.0, %,
GB00086,,10/01/2020 13:55:47,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47308,33.86646,,0.0, %,
GB00071,,10/01/2020 13:55:34,Zone leave,3056-Work,Without GPS,-84.47284,33.86652,0.0,0.0,49 %,
GB00086,,10/01/2020 13:55:31,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47308,33.86646,,0.0, %,
GB00086,,10/01/2020 13:55:23,Tiempo Geobolt 6 horas,6-71%,Without GPS,-84.47308,33.86646,,0.0, %,
GB00075,,10/01/2020 13:55:15,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47303,33.86644,,0.0, %,
GB00086,,10/01/2020 13:55:15,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47308,33.86646,0.0,0.0,71 %,
GB00088,,10/01/2020 13:55:08,Tiempo Geobolt 6 horas,6-74%,Without GPS,-84.47333,33.86634,,0.0, %,
GB00075,,10/01/2020 13:55:06,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47303,33.86644,0.0,94.0,74 %,
GB00088,,10/01/2020 13:54:51,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47333,33.86634,,0.0, %,
GB00079,,10/01/2020 13:54:48,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47315,33.86642,0.0,58.0,73 %,
GB00088,,10/01/2020 13:54:43,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47333,33.86634,,0.0, %,
GB00088,,10/01/2020 13:54:35,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47333,33.86634,0.0,105.0,74 %,
GB00070,,10/01/2020 13:52:18,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47324,33.86638,,0.0, %,
GB00070,,10/01/2020 13:52:09,Tiempo Geobolt 6 horas,6-10,Without GPS,-84.47324,33.86638,,0.0, %,
GB00087,,10/01/2020 13:51:38,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47332,33.86643,,0.0, %,
GB00070,,10/01/2020 13:51:30,Tiempo Geobolt 6 horas,6-52%,Without GPS,-84.47296,33.86644,,0.0, %,
GB00087,,10/01/2020 13:51:27,Zone entry,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47332,33.86643,0.0,55.0,52 %,
GB00070,,10/01/2020 13:51:14,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47296,33.86644,0.0,249.0,71 %,
GB00070,,10/01/2020 13:51:14,Bolt Removed - Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47296,33.86644,0.0,249.0,71 %,
GB00070,,10/01/2020 13:51:14,Apertura Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47296,33.86644,0.0,249.0,71 %,
GB00070,,10/01/2020 13:51:08,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47242,33.86666,0.0,249.0,71 %,
GB00070,,10/01/2020 13:51:08,Bolt Inserted -  Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47242,33.86666,0.0,249.0,71 %,
GB00070,,10/01/2020 13:51:08,Cierre de Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47242,33.86666,0.0,249.0,71 %,
GB00078,,10/01/2020 13:50:57,Tiempo Geobolt 6 horas,6-58%,Without GPS,-84.47328,33.86646,,0.0, %,
GB00078,,10/01/2020 13:50:50,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47328,33.86646,0.0,62.0,58 %,
GB00074,,10/01/2020 13:50:17,Tiempo Geobolt 6 horas,6-,Without GPS,-84.47317,33.86643,,0.0, %,
GB00074,,10/01/2020 13:50:06,Apertura Geobolt,Without GPS-Without GPS,Without GPS,-84.47317,33.86643,2.0,356.0,81 %,
GB00074,,10/01/2020 13:50:06,Bolt Removed - Geobolt,Without GPS-Without GPS,Without GPS,-84.47317,33.86643,2.0,356.0,81 %,
GB00074,,10/01/2020 13:50:06,Zone entry,3056-Work,Without GPS,-84.47317,33.86643,2.0,356.0,81 %,
GB00074,,10/01/2020 13:50:00,Tiempo Geobolt 6 horas,6-81%,Without GPS,-84.47293,33.86653,,0.0, %,
GB00074,,10/01/2020 13:49:54,Bolt Inserted -  Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47293,33.86653,0.0,348.0,81 %,
GB00074,,10/01/2020 13:49:54,Cierre de Geobolt,"2839 Overlook Pkwy, Atlanta, GA 30339, USA-2839 Overlook Pkwy, Atlanta, GA 30339, USA","2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47293,33.86653,0.0,348.0,81 %,
GB00065,,10/01/2020 13:47:58,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47322,33.86625,0.0,0.0,74 %,
GB00067,,10/01/2020 13:41:19,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47329,33.86639,0.0,0.0,87 %,
GB00070,,10/01/2020 13:35:52,Zone entry,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47332,33.86645,10.0,44.0,71 %,
GB00087,,10/01/2020 13:35:44,Zone leave,3056-,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47237,33.86684,0.0,0.0,52 %,
GB00074,,10/01/2020 13:20:22,Zone leave,3056-Work,Without GPS,-84.47274,33.86636,0.0,0.0,81 %,
GB00070,,10/01/2020 13:20:03,Zone leave,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47225,33.86636,5.0,86.0,72 %,
GB00087,,10/01/2020 13:20:02,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47334,33.86632,0.0,74.0,52 %,
GB00078,,10/01/2020 13:19:06,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47161,33.86721,0.0,0.0,59 %,
GB00079,,10/01/2020 13:14:14,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47217,33.86685,0.0,0.0,73 %,
GB00086,,10/01/2020 13:11:30,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47291,33.86671,6.0,0.0,71 %,
GB00067,,10/01/2020 13:09:17,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47214,33.86704,0.0,0.0,86 %,
GB00070,,10/01/2020 13:04:12,Zone entry,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47294,33.86642,5.0,67.0,71 %,
GB00075,,10/01/2020 13:01:23,Zone leave,3056-Work,"2804 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47231,33.86637,11.0,85.0,75 %,
GB00079,,10/01/2020 12:58:11,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47347,33.86633,0.0,285.0,74 %,
GB00086,,10/01/2020 12:55:33,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47287,33.86626,0.0,0.0,71 %,
GB00074,,10/01/2020 12:47:50,Zone entry,3056-Work,Without GPS,-84.47338,33.86637,0.0,0.0,81 %,
GB00078,,10/01/2020 12:47:24,Zone entry,3056-Work,"3527 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47337,33.86635,0.0,77.0,58 %,
GB00075,,10/01/2020 12:45:47,Zone entry,3056-Work,"2804 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47345,33.86644,8.0,83.0,74 %,
GB00067,,10/01/2020 12:37:12,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47297,33.86628,0.0,0.0,88 %,
GB00087,,10/01/2020 12:32:51,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.46991,33.86546,0.0,25.0,52 %,
GB00078,,10/01/2020 12:31:37,Zone leave,3056-Work,"3527 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47034,33.8656,0.0,96.0,58 %,
GB00079,,10/01/2020 12:25:59,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47059,33.86583,0.0,98.0,73 %,
GB00086,,10/01/2020 12:23:43,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47032,33.86566,0.0,0.0,71 %,
GB00078,,10/01/2020 12:15:50,Zone entry,3056-Work,"3527 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47307,33.86601,2.0,181.0,58 %,
GB00075,,10/01/2020 12:14:30,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47255,33.86624,3.0,314.0,75 %,
GB00079,,10/01/2020 12:09:55,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47319,33.8664,0.0,0.0,74 %,
GB00158,,10/01/2020 12:06:15,Bolt Removed - Geobolt,"Calle Sabino 276, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico-Calle Sabino 276, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico","Calle Sabino 276, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico",-99.15908,19.45409,3.0,13.0,58 %,
GB00078,,10/01/2020 12:00:01,Zone leave,3056-Work,"3527 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47249,33.86616,0.0,0.0,58 %,
GB00065,,10/01/2020 11:55:01,Zone leave,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47216,33.86609,8.0,100.0,75 %,
GB00088,,10/01/2020 11:52:02,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47196,33.86663,6.0,99.0,75 %,
GB00070,,10/01/2020 11:45:00,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4727,33.86678,8.0,0.0,72 %,
GB00065,,10/01/2020 11:38:56,Zone entry,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47352,33.86641,0.0,0.0,75 %,
GB00079,,10/01/2020 11:37:27,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.4725,33.86627,0.0,96.0,74 %,
GB00075,,10/01/2020 11:27:27,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47294,33.86615,6.0,109.0,75 %,
GB00065,,10/01/2020 11:22:51,Zone leave,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.4723,33.86622,10.0,101.0,75 %,
GB00088,,10/01/2020 11:20:53,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47295,33.86627,8.0,98.0,75 %,
GB00074,,10/01/2020 11:10:24,Zone leave,3056-Work,Without GPS,-84.47283,33.86652,0.0,1.0,81 %,
GB00065,,10/01/2020 11:06:45,Zone entry,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.4728,33.86621,6.0,105.0,75 %,
GB00079,,10/01/2020 11:05:13,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47322,33.8664,0.0,287.0,74 %,
GB00087,,10/01/2020 10:58:24,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47303,33.86626,0.0,0.0,53 %,
GB00070,,10/01/2020 10:57:30,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47346,33.8664,6.0,91.0,72 %,
GB00078,,10/01/2020 10:56:50,Zone entry,3056-Work,"3527 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47296,33.86633,0.0,101.0,59 %,
GB00086,,10/01/2020 10:48:08,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47299,33.86648,0.0,0.0,71 %,
GB00087,,10/01/2020 10:42:17,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76767,10.96651,0.0,0.0,5 %,
GB00075,,10/01/2020 10:40:27,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47262,33.86637,0.0,93.0,75 %,
GB00065,,10/01/2020 10:34:27,Zone leave,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47249,33.86638,3.0,75.0,75 %,
GB00088,,10/01/2020 10:31:10,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76745,10.96657,0.0,0.0,0 %,
GB00075,,10/01/2020 10:24:48,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47304,33.86638,6.0,58.0,75 %,
GB00079,,10/01/2020 10:16:49,Zone leave,3056-Work,"4295 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.46376,33.86383,32.0,107.0,74 %,
GB00079,,10/01/2020 10:15:15,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76742,10.96642,0.0,0.0,2 %,
GB00067,,10/01/2020 09:56:54,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47203,33.86623,0.0,95.0,87 %,
GB00071,,10/01/2020 09:56:26,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47319,33.86613,0.0,250.0,51 %,
GB00070,,10/01/2020 09:54:10,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47173,33.86649,0.0,74.0,73 %,
GB00071,,10/01/2020 09:53:29,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-74.76755,10.96641,0.0,0.0,0 %,
GB00065,,10/01/2020 09:46:02,Zone entry,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47367,33.86668,0.0,80.0,75 %,
GB00071,,10/01/2020 09:40:18,Zone leave,3056-Work,"3526 Preserve Dr SE, Atlanta, GA 30339, USA",-84.46935,33.86667,0.0,268.0,49 %,
GB00070,,10/01/2020 09:38:17,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47335,33.86632,0.0,90.0,73 %,
GB00078,,10/01/2020 09:37:38,Zone leave,3056-Work,"2859 Overlook Ct, Atlanta, GA 30339, USA",-84.47235,33.8664,0.0,73.0,60 %,
GB00067,,10/01/2020 09:24:52,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47335,33.86622,0.0,0.0,87 %,
GB00071,,10/01/2020 09:24:11,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47292,33.86639,0.0,0.0,51 %,
GB00078,,10/01/2020 09:21:46,Zone leave,3056-Work,"2859 Overlook Ct, Atlanta, GA 30339, USA",-84.47208,33.86633,0.0,0.0,59 %,
GB00086,,10/01/2020 09:12:35,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47235,33.86689,0.0,0.0,72 %,
GB00078,,10/01/2020 08:34:14,Zone entry,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47331,33.86649,0.0,0.0,59 %,
GB00078,,10/01/2020 08:18:20,Zone entry,3056-Work,"2859 Overlook Ct, Atlanta, GA 30339, USA",-84.47331,33.86649,0.0,0.0,61 %,
GB00086,,10/01/2020 07:52:44,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47313,33.86637,0.0,0.0,72 %,
GB00087,,10/01/2020 07:49:20,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47235,33.86639,0.0,0.0,53 %,
GB00067,,10/01/2020 07:48:38,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47209,33.86646,0.0,0.0,87 %,
GB00071,,10/01/2020 07:31:22,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47004,33.86674,0.0,0.0,52 %,
GB00078,,10/01/2020 07:30:51,Zone leave,3056-Work,"2859 Overlook Ct, Atlanta, GA 30339, USA",-84.46918,33.86723,6.0,26.0,59 %,
GB00075,,10/01/2020 07:16:40,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47275,33.86637,0.0,91.0,76 %,
GB00071,,10/01/2020 07:15:16,Zone entry,3056-Work,"2858 Paces Lookout Ln SE, Atlanta, GA 30339, USA",-84.47357,33.86616,0.0,259.0,52 %,
GB00078,,10/01/2020 07:15:00,Zone entry,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47381,33.86647,0.0,255.0,60 %,
GB00074,,10/01/2020 07:06:19,Zone entry,3056-Work,Without GPS,-84.47301,33.86631,0.0,0.0,82 %,
GB00087,,10/01/2020 07:02:06,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47396,33.86645,0.0,0.0,54 %,
GB00075,,10/01/2020 07:01:00,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47313,33.86647,0.0,297.0,77 %,
GB00078,,10/01/2020 06:59:11,Zone entry,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47354,33.86644,0.0,0.0,61 %,
GB00086,,10/01/2020 06:48:56,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47192,33.86598,0.0,0.0,73 %,
GB00087,,10/01/2020 06:46:23,Zone leave,3056-,"2850 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4688,33.86504,0.0,0.0,54 %,
GB00071,,10/01/2020 06:43:01,Zone leave,3056-Work,"420 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4694,33.86517,8.0,214.0,52 %,
GB00074,,10/01/2020 06:33:48,Zone leave,3056-Work,Without GPS,-84.47196,33.86607,6.0,0.0,81 %,
GB00087,,10/01/2020 06:30:38,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47288,33.86639,0.0,0.0,53 %,
